delegation,superficie,chambres,salle_de_bains,etat,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
29.0,164,2,2,4,5,0.0,0.0,0.0,1.0,629809.0
9.0,233,1,1,9,2,0.0,1.0,0.0,0.0,915690.0
11.0,82,2,1,4,5,0.0,0.0,0.0,1.0,348410.0
32.0,285,1,1,11,8,0.0,0.0,0.0,1.0,1413315.0
29.0,254,2,1,11,9,0.0,0.0,0.0,1.0,1120140.0
2.0,195,1,2,9,3,1.0,0.0,0.0,0.0,789945.0
9.0,115,4,1,4,9,0.0,1.0,0.0,0.0,434286.0
10.0,97,1,1,11,5,1.0,0.0,0.0,0.0,495398.0
35.0,187,1,1,9,5,0.0,0.0,0.0,1.0,938946.0
18.0,125,1,1,4,9,0.0,1.0,0.0,0.0,438075.0
26.0,299,2,2,10,5,1.0,0.0,0.0,0.0,1250717.0
28.0,232,1,2,4,9,0.0,0.0,0.0,1.0,1005163.0
7.0,256,3,1,4,4,1.0,0.0,0.0,0.0,990950.0
26.0,146,2,1,11,1,1.0,0.0,0.0,0.0,723138.0
7.0,231,2,1,10,1,1.0,0.0,0.0,0.0,1095171.0
37.0,147,3,1,10,3,0.0,0.0,0.0,1.0,647094.0
29.0,56,1,1,4,4,0.0,0.0,0.0,1.0,229824.0
29.0,113,4,1,11,7,0.0,0.0,0.0,1.0,488386.0
29.0,136,2,1,4,8,1.0,0.0,0.0,0.0,564998.0
29.0,133,1,1,4,6,0.0,0.0,0.0,1.0,588804.0
17.0,253,4,2,4,9,0.0,1.0,0.0,0.0,939035.0
24.0,292,1,1,10,8,0.0,0.0,0.0,1.0,1375320.0
29.0,158,1,1,9,3,0.0,0.0,0.0,1.0,716372.0
36.0,204,1,2,9,1,0.0,0.0,0.0,1.0,906372.0
28.0,162,1,1,11,6,0.0,0.0,0.0,1.0,755892.0
32.0,133,2,1,9,6,0.0,0.0,0.0,1.0,607943.0
38.0,260,1,1,10,3,0.0,0.0,0.0,1.0,1103960.0
12.0,71,1,1,9,4,0.0,1.0,0.0,0.0,246867.0
1.0,209,2,1,11,5,0.0,0.0,1.0,0.0,791776.0
18.0,69,2,1,4,2,0.0,1.0,0.0,0.0,228280.0
29.0,84,1,1,10,6,0.0,0.0,0.0,1.0,365316.0
3.0,243,2,2,10,4,1.0,0.0,0.0,0.0,1154250.0
29.0,88,3,1,4,6,0.0,0.0,0.0,1.0,358459.0
10.0,181,1,1,4,2,1.0,0.0,0.0,0.0,713339.0
22.0,159,3,2,4,2,1.0,0.0,0.0,0.0,625347.0
17.0,283,1,1,11,5,0.0,1.0,0.0,0.0,1232578.0
12.0,257,1,1,10,7,0.0,1.0,0.0,0.0,1018234.0
9.0,195,1,2,9,3,0.0,1.0,0.0,0.0,796185.0
16.0,156,4,1,11,1,0.0,1.0,0.0,0.0,650364.0
27.0,80,2,1,9,3,1.0,0.0,0.0,0.0,367040.0
29.0,265,1,1,4,4,0.0,0.0,0.0,1.0,1074920.0
10.0,263,3,1,4,3,1.0,0.0,0.0,0.0,1169535.0
29.0,177,2,1,9,2,0.0,0.0,0.0,1.0,814908.0
20.0,132,4,1,10,9,0.0,0.0,0.0,1.0,647592.0
18.0,99,2,1,11,8,0.0,1.0,0.0,0.0,351945.0
10.0,133,3,1,10,1,1.0,0.0,0.0,0.0,644784.0
32.0,55,1,1,10,7,0.0,0.0,0.0,1.0,270765.0
37.0,122,3,1,9,6,0.0,0.0,0.0,1.0,551440.0
37.0,190,1,2,4,7,0.0,0.0,0.0,1.0,724356.0
14.0,292,2,2,4,4,0.0,1.0,0.0,0.0,907186.0
18.0,245,1,2,4,6,0.0,1.0,0.0,0.0,830182.0
2.0,291,3,1,9,9,1.0,0.0,0.0,0.0,1346748.0
29.0,146,1,1,9,5,1.0,0.0,0.0,0.0,594512.0
8.0,239,1,2,11,6,0.0,1.0,0.0,0.0,861356.0
4.0,103,1,1,11,3,0.0,0.0,0.0,1.0,412515.0
21.0,274,3,1,4,5,0.0,0.0,0.0,1.0,994784.0
27.0,77,1,1,9,2,0.0,0.0,0.0,1.0,340032.0
32.0,123,4,1,11,8,0.0,0.0,0.0,1.0,576624.0
29.0,245,2,2,9,8,1.0,0.0,0.0,0.0,1127980.0
26.0,133,2,1,10,4,1.0,0.0,0.0,0.0,655025.0
14.0,264,2,1,9,6,0.0,1.0,0.0,0.0,883872.0
29.0,213,2,2,4,8,0.0,0.0,0.0,1.0,916901.0
25.0,284,3,1,9,1,0.0,0.0,0.0,1.0,1214384.0
21.0,142,2,1,11,8,0.0,0.0,0.0,1.0,585040.0
38.0,153,1,2,11,7,0.0,0.0,0.0,1.0,687735.0
15.0,264,3,1,4,6,0.0,1.0,0.0,0.0,916898.0
23.0,266,2,1,4,1,0.0,0.0,0.0,1.0,1088552.0
16.0,276,1,1,9,1,0.0,1.0,0.0,0.0,982008.0
23.0,250,2,2,10,5,0.0,0.0,0.0,1.0,1309875.0
26.0,54,1,1,10,1,1.0,0.0,0.0,0.0,262278.0
23.0,252,1,2,4,7,0.0,0.0,0.0,1.0,926251.0
25.0,166,2,2,9,8,0.0,0.0,0.0,1.0,748328.0
11.0,152,1,2,9,1,0.0,0.0,0.0,1.0,662568.0
17.0,173,1,2,4,6,0.0,1.0,0.0,0.0,569395.0
2.0,163,2,2,4,1,0.0,0.0,0.0,1.0,617314.0
23.0,57,1,1,9,5,0.0,0.0,0.0,1.0,289435.0
32.0,127,1,1,9,3,0.0,0.0,0.0,1.0,588518.0
29.0,250,2,1,11,2,0.0,0.0,0.0,1.0,1176250.0
27.0,275,1,1,4,7,0.0,0.0,0.0,1.0,1079100.0
12.0,216,3,2,10,3,0.0,1.0,0.0,0.0,883872.0
11.0,96,2,1,9,4,0.0,0.0,0.0,1.0,415200.0
27.0,254,2,1,10,3,0.0,0.0,0.0,1.0,1263396.0
26.0,70,2,1,11,1,1.0,0.0,0.0,0.0,325360.0
29.0,108,1,1,11,3,0.0,0.0,0.0,1.0,432324.0
29.0,195,2,1,4,2,1.0,0.0,0.0,0.0,828886.0
33.0,164,1,2,4,5,0.0,0.0,0.0,1.0,711203.0
9.0,129,3,1,9,3,0.0,1.0,0.0,0.0,530319.0
32.0,218,1,1,4,8,0.0,0.0,0.0,1.0,921748.0
32.0,265,3,1,9,4,0.0,0.0,0.0,1.0,1189850.0
37.0,286,3,2,4,5,0.0,0.0,0.0,1.0,1206756.0
19.0,132,1,1,9,1,0.0,1.0,0.0,0.0,514008.0
10.0,257,1,2,10,7,1.0,0.0,0.0,0.0,1067321.0
10.0,196,2,1,4,9,1.0,0.0,0.0,0.0,730472.0
26.0,165,2,2,11,3,1.0,0.0,0.0,0.0,692175.0
22.0,196,1,1,11,1,1.0,0.0,0.0,0.0,817516.0
29.0,297,1,1,10,1,0.0,0.0,0.0,1.0,1196613.0
29.0,80,3,1,11,1,0.0,0.0,0.0,1.0,334560.0
32.0,132,1,1,9,4,0.0,0.0,0.0,1.0,629376.0
1.0,254,2,2,10,6,0.0,0.0,1.0,0.0,935990.0
29.0,199,1,2,9,8,0.0,0.0,0.0,1.0,828238.0
10.0,248,1,2,4,4,1.0,0.0,0.0,0.0,981410.0
19.0,246,3,1,10,4,0.0,1.0,0.0,0.0,1019916.0
29.0,152,1,2,9,2,1.0,0.0,0.0,0.0,701328.0
29.0,250,2,2,10,5,1.0,0.0,0.0,0.0,1158938.0
25.0,224,2,1,11,5,0.0,0.0,0.0,1.0,921312.0
18.0,122,2,1,4,5,0.0,1.0,0.0,0.0,460062.0
29.0,65,1,1,4,3,1.0,0.0,0.0,0.0,271148.0
34.0,215,4,2,11,4,0.0,0.0,0.0,1.0,990290.0
29.0,184,4,2,10,5,0.0,0.0,0.0,1.0,775192.0
29.0,245,1,1,10,5,1.0,0.0,0.0,0.0,1259239.0
3.0,141,3,1,4,9,1.0,0.0,0.0,0.0,566355.0
25.0,247,4,2,9,6,0.0,0.0,0.0,1.0,1000103.0
20.0,227,1,1,10,6,0.0,0.0,0.0,1.0,1088465.0
26.0,143,1,1,10,1,1.0,0.0,0.0,0.0,634062.0
17.0,184,1,2,4,3,0.0,1.0,0.0,0.0,628121.0
29.0,169,1,2,9,2,0.0,0.0,0.0,1.0,781287.0
17.0,132,3,1,11,7,0.0,1.0,0.0,0.0,442068.0
29.0,75,2,1,4,4,1.0,0.0,0.0,0.0,328185.0
29.0,113,2,1,4,5,0.0,0.0,0.0,1.0,475941.0
38.0,90,1,1,9,2,0.0,0.0,0.0,1.0,443610.0
7.0,289,1,1,4,5,1.0,0.0,0.0,0.0,1097102.0
29.0,167,1,1,11,5,1.0,0.0,0.0,0.0,796615.0
38.0,124,2,1,10,6,0.0,0.0,0.0,1.0,579576.0
23.0,242,1,1,4,2,0.0,0.0,0.0,1.0,1084426.0
10.0,121,1,1,4,7,1.0,0.0,0.0,0.0,465112.0
29.0,291,3,2,10,1,0.0,0.0,0.0,1.0,1386615.0
23.0,272,2,1,10,3,0.0,0.0,0.0,1.0,1089088.0
29.0,270,3,2,10,4,0.0,0.0,0.0,1.0,1315980.0
10.0,88,3,1,9,3,1.0,0.0,0.0,0.0,399520.0
27.0,59,2,1,9,7,1.0,0.0,0.0,0.0,264143.0
16.0,245,2,2,10,1,0.0,1.0,0.0,0.0,820995.0
32.0,260,3,2,9,5,0.0,0.0,0.0,1.0,1102647.0
20.0,122,1,1,9,1,0.0,0.0,0.0,1.0,582306.0
32.0,245,1,2,9,2,0.0,0.0,0.0,1.0,1070160.0
12.0,182,1,2,10,1,0.0,1.0,0.0,0.0,608062.0
32.0,208,2,1,9,9,0.0,0.0,0.0,1.0,942656.0
38.0,93,1,1,11,8,0.0,0.0,0.0,1.0,391995.0
30.0,273,2,2,9,5,0.0,0.0,0.0,1.0,1305759.0
16.0,150,2,1,11,6,0.0,1.0,0.0,0.0,488100.0
9.0,122,2,1,9,8,0.0,1.0,0.0,0.0,507642.0
30.0,179,2,2,11,7,0.0,0.0,0.0,1.0,870835.0
7.0,242,2,2,9,3,1.0,0.0,0.0,0.0,1090936.0
23.0,279,2,2,9,6,0.0,0.0,0.0,1.0,1143900.0
29.0,194,4,2,11,4,0.0,0.0,0.0,1.0,929066.0
16.0,94,1,1,11,3,0.0,1.0,0.0,0.0,347142.0
38.0,205,1,1,11,5,0.0,0.0,0.0,1.0,888982.0
12.0,273,2,2,10,4,0.0,1.0,0.0,0.0,1119846.0
28.0,196,2,2,9,8,0.0,0.0,0.0,1.0,816732.0
18.0,109,1,1,10,1,0.0,1.0,0.0,0.0,410167.0
29.0,65,1,1,4,5,1.0,0.0,0.0,0.0,255897.0
27.0,231,1,2,9,7,1.0,0.0,0.0,0.0,1035342.0
3.0,150,1,1,11,8,1.0,0.0,0.0,0.0,687600.0
23.0,60,2,1,10,4,0.0,0.0,0.0,1.0,280020.0
29.0,60,1,1,10,3,1.0,0.0,0.0,0.0,262380.0
25.0,99,2,1,11,4,0.0,0.0,0.0,1.0,444510.0
11.0,263,1,2,10,6,0.0,0.0,0.0,1.0,1235311.0
19.0,252,3,2,11,1,0.0,1.0,0.0,0.0,818244.0
29.0,60,2,1,9,5,0.0,0.0,0.0,1.0,279360.0
10.0,163,1,2,4,3,1.0,0.0,0.0,0.0,647240.0
32.0,182,2,1,10,5,0.0,0.0,0.0,1.0,859377.0
7.0,209,3,1,9,2,1.0,0.0,0.0,0.0,923153.0
17.0,135,3,1,9,7,0.0,1.0,0.0,0.0,544725.0
27.0,200,1,1,4,1,1.0,0.0,0.0,0.0,732420.0
29.0,213,2,2,11,8,1.0,0.0,0.0,0.0,965742.0
21.0,226,1,2,9,6,0.0,0.0,0.0,1.0,1084348.0
29.0,268,1,2,4,1,0.0,0.0,0.0,1.0,1090706.0
19.0,127,4,1,9,2,0.0,1.0,0.0,0.0,418338.0
10.0,85,1,1,9,2,1.0,0.0,0.0,0.0,384030.0
12.0,71,3,1,10,8,0.0,1.0,0.0,0.0,270084.0
23.0,189,1,2,9,2,0.0,0.0,0.0,1.0,878283.0
16.0,177,2,1,10,4,0.0,1.0,0.0,0.0,673308.0
32.0,284,1,1,11,4,0.0,0.0,0.0,1.0,1317476.0
12.0,277,2,2,10,5,0.0,1.0,0.0,0.0,1218662.0
26.0,219,2,1,11,1,1.0,0.0,0.0,0.0,1080546.0
9.0,68,2,1,9,8,0.0,1.0,0.0,0.0,227460.0
17.0,143,2,1,9,4,0.0,1.0,0.0,0.0,525239.0
29.0,177,1,2,9,3,0.0,0.0,0.0,1.0,844467.0
29.0,198,2,2,11,2,0.0,0.0,0.0,1.0,904860.0
29.0,150,1,1,10,8,0.0,0.0,0.0,1.0,742800.0
29.0,261,2,2,10,7,1.0,0.0,0.0,0.0,1283337.0
37.0,200,1,1,9,9,0.0,0.0,0.0,1.0,877400.0
10.0,216,4,2,4,5,1.0,0.0,0.0,0.0,987941.0
29.0,91,4,1,11,9,1.0,0.0,0.0,0.0,425698.0
27.0,185,1,2,10,1,0.0,0.0,0.0,1.0,892625.0
32.0,74,2,1,10,2,0.0,0.0,0.0,1.0,309690.0
32.0,263,3,2,4,8,0.0,0.0,0.0,1.0,1062546.0
21.0,260,1,1,9,7,0.0,0.0,0.0,1.0,1283360.0
32.0,82,2,1,10,2,0.0,0.0,0.0,1.0,408934.0
27.0,260,3,1,4,1,0.0,0.0,0.0,1.0,1076868.0
29.0,296,1,2,11,4,0.0,0.0,0.0,1.0,1377288.0
7.0,213,1,2,4,6,1.0,0.0,0.0,0.0,822201.0
27.0,73,2,1,4,5,1.0,0.0,0.0,0.0,291462.0
9.0,75,4,1,4,4,0.0,1.0,0.0,0.0,277965.0
19.0,177,1,1,11,5,0.0,1.0,0.0,0.0,574365.0
29.0,77,1,1,11,5,0.0,0.0,0.0,1.0,392688.0
21.0,127,3,1,10,6,0.0,0.0,0.0,1.0,617347.0
29.0,248,2,2,9,7,1.0,0.0,0.0,0.0,1185688.0
27.0,269,1,2,4,9,0.0,0.0,0.0,1.0,1039093.0
36.0,144,3,1,11,3,0.0,0.0,0.0,1.0,636192.0
29.0,201,3,1,4,4,1.0,0.0,0.0,0.0,767016.0
32.0,99,1,1,11,5,0.0,0.0,0.0,1.0,437006.0
29.0,124,3,1,4,9,0.0,0.0,0.0,1.0,513695.0
9.0,132,2,1,11,5,0.0,1.0,0.0,0.0,510840.0
32.0,276,1,1,4,1,0.0,0.0,0.0,1.0,995339.0
19.0,217,2,2,4,3,0.0,1.0,0.0,0.0,700150.0
27.0,252,4,1,9,4,1.0,0.0,0.0,0.0,1211112.0
12.0,74,1,1,11,9,0.0,1.0,0.0,0.0,309542.0
25.0,108,1,1,4,2,0.0,0.0,0.0,1.0,450619.0
19.0,206,3,1,9,9,0.0,1.0,0.0,0.0,786714.0
29.0,228,2,2,11,1,0.0,0.0,0.0,1.0,1114236.0
26.0,289,2,1,4,7,1.0,0.0,0.0,0.0,1297119.0
10.0,73,1,1,9,8,1.0,0.0,0.0,0.0,308279.0
1.0,126,1,1,10,6,0.0,0.0,1.0,0.0,474390.0
20.0,238,3,2,9,9,0.0,0.0,0.0,1.0,1012928.0
17.0,61,1,1,9,1,0.0,1.0,0.0,0.0,244366.0
37.0,89,3,1,11,1,0.0,0.0,0.0,1.0,440016.0
27.0,191,2,1,10,1,1.0,0.0,0.0,0.0,797043.0
28.0,262,1,1,9,3,0.0,0.0,0.0,1.0,1199698.0
29.0,178,2,1,10,4,1.0,0.0,0.0,0.0,862054.0
29.0,270,1,1,11,4,1.0,0.0,0.0,0.0,1111320.0
7.0,237,1,2,4,2,1.0,0.0,0.0,0.0,1062874.0
32.0,170,3,2,11,6,0.0,0.0,0.0,1.0,719100.0
8.0,109,3,1,9,8,0.0,1.0,0.0,0.0,362534.0
37.0,194,2,2,10,2,0.0,0.0,0.0,1.0,898996.0
35.0,205,3,2,9,1,0.0,0.0,0.0,1.0,1011060.0
29.0,118,3,1,11,7,0.0,0.0,0.0,1.0,496544.0
17.0,195,4,2,9,7,0.0,1.0,0.0,0.0,696540.0
22.0,181,4,1,4,3,1.0,0.0,0.0,0.0,682551.0
18.0,134,1,1,10,8,0.0,1.0,0.0,0.0,472484.0
27.0,87,3,1,10,2,0.0,0.0,0.0,1.0,387672.0
26.0,86,2,1,10,6,1.0,0.0,0.0,0.0,417530.0
29.0,194,3,2,4,3,1.0,0.0,0.0,0.0,739780.0
12.0,277,3,1,9,2,0.0,1.0,0.0,0.0,932936.0
32.0,129,2,1,4,1,0.0,0.0,0.0,1.0,480306.0
29.0,178,1,2,4,7,1.0,0.0,0.0,0.0,642562.0
29.0,269,1,2,9,5,0.0,0.0,0.0,1.0,1144864.0
29.0,205,1,2,10,2,0.0,0.0,0.0,1.0,936030.0
16.0,172,1,2,10,4,0.0,1.0,0.0,0.0,669768.0
17.0,278,3,2,4,1,0.0,1.0,0.0,0.0,1021567.0
29.0,98,1,1,11,6,0.0,0.0,0.0,1.0,401604.0
29.0,275,1,2,4,3,1.0,0.0,0.0,0.0,1013018.0
28.0,60,1,1,9,2,0.0,0.0,0.0,1.0,288360.0
27.0,242,4,1,10,4,1.0,0.0,0.0,0.0,993168.0
32.0,132,2,1,11,5,0.0,0.0,0.0,1.0,561792.0
16.0,184,4,2,4,3,0.0,1.0,0.0,0.0,572645.0
10.0,56,1,1,10,2,1.0,0.0,0.0,0.0,270312.0
29.0,124,2,1,11,5,1.0,0.0,0.0,0.0,644099.0
22.0,167,2,1,9,7,1.0,0.0,0.0,0.0,765862.0
29.0,56,3,1,9,2,1.0,0.0,0.0,0.0,234752.0
17.0,200,1,2,9,6,0.0,1.0,0.0,0.0,746400.0
13.0,54,1,1,11,5,0.0,1.0,0.0,0.0,208883.0
19.0,175,2,2,9,1,0.0,1.0,0.0,0.0,600950.0
32.0,94,1,1,4,7,0.0,0.0,0.0,1.0,375539.0
31.0,109,1,1,10,8,0.0,0.0,0.0,1.0,477093.0
14.0,77,4,1,4,9,0.0,1.0,0.0,0.0,261053.0
20.0,271,2,1,4,8,0.0,0.0,0.0,1.0,1137062.0
21.0,222,1,2,10,2,0.0,0.0,0.0,1.0,1078032.0
38.0,260,1,2,9,4,0.0,0.0,0.0,1.0,1183000.0
28.0,254,3,2,11,5,0.0,0.0,0.0,1.0,1032256.0
32.0,146,1,1,9,5,0.0,0.0,0.0,1.0,665935.0
32.0,103,1,1,9,8,0.0,0.0,0.0,1.0,459071.0
10.0,270,1,1,9,7,1.0,0.0,0.0,0.0,1104840.0
28.0,282,1,2,11,7,0.0,0.0,0.0,1.0,1406334.0
18.0,227,2,1,10,8,0.0,1.0,0.0,0.0,794954.0
6.0,248,2,2,9,2,0.0,1.0,0.0,0.0,891560.0
4.0,114,2,1,4,6,0.0,0.0,0.0,1.0,491557.0
32.0,197,4,2,11,1,0.0,0.0,0.0,1.0,963527.0
32.0,202,2,2,4,5,0.0,0.0,0.0,1.0,772723.0
29.0,215,4,1,4,5,0.0,0.0,0.0,1.0,883521.0
25.0,219,2,1,10,9,0.0,0.0,0.0,1.0,885636.0
7.0,237,2,2,11,5,1.0,0.0,0.0,0.0,1164120.0
21.0,233,1,1,11,5,0.0,0.0,0.0,1.0,1037782.0
10.0,121,4,1,9,4,1.0,0.0,0.0,0.0,562408.0
29.0,221,3,1,10,2,0.0,0.0,0.0,1.0,894608.0
17.0,297,2,1,4,5,0.0,1.0,0.0,0.0,1172618.0
12.0,250,1,2,4,8,0.0,1.0,0.0,0.0,789525.0
10.0,192,4,1,11,7,1.0,0.0,0.0,0.0,835776.0
28.0,131,1,1,4,7,0.0,0.0,0.0,1.0,480914.0
12.0,249,1,1,10,5,0.0,1.0,0.0,0.0,1056781.0
26.0,202,2,2,11,1,1.0,0.0,0.0,0.0,932028.0
29.0,243,1,1,11,5,1.0,0.0,0.0,0.0,1133352.0
29.0,290,1,2,4,9,0.0,0.0,0.0,1.0,1270287.0
29.0,296,1,1,4,7,1.0,0.0,0.0,0.0,1280851.0
13.0,227,2,1,11,1,0.0,1.0,0.0,0.0,729578.0
18.0,268,2,2,4,1,0.0,1.0,0.0,0.0,816944.0
30.0,279,3,2,9,6,0.0,0.0,0.0,1.0,1302372.0
29.0,152,1,1,10,1,1.0,0.0,0.0,0.0,709232.0
32.0,197,1,2,10,9,0.0,0.0,0.0,1.0,913489.0
30.0,112,1,1,11,8,0.0,0.0,0.0,1.0,476896.0
17.0,109,3,1,10,3,0.0,1.0,0.0,0.0,450170.0
2.0,258,1,2,11,3,0.0,0.0,0.0,1.0,1271424.0
7.0,77,1,1,10,4,1.0,0.0,0.0,0.0,383383.0
20.0,147,1,1,10,2,0.0,0.0,0.0,1.0,610050.0
32.0,192,1,1,9,9,0.0,0.0,0.0,1.0,876480.0
22.0,287,2,2,4,6,1.0,0.0,0.0,0.0,1238290.0
20.0,285,4,2,11,8,0.0,0.0,0.0,1.0,1153680.0
25.0,148,2,1,4,9,0.0,0.0,0.0,1.0,610189.0
27.0,182,3,2,10,3,0.0,0.0,0.0,1.0,893256.0
30.0,153,2,2,10,7,0.0,0.0,0.0,1.0,634491.0
17.0,292,2,1,9,2,0.0,1.0,0.0,0.0,1158656.0
32.0,229,2,1,11,1,0.0,0.0,0.0,1.0,993402.0
29.0,219,1,2,10,3,1.0,0.0,0.0,0.0,910383.0
26.0,267,1,2,4,7,1.0,0.0,0.0,0.0,1164254.0
29.0,210,1,2,11,7,1.0,0.0,0.0,0.0,988470.0
32.0,184,3,2,4,2,0.0,0.0,0.0,1.0,691546.0
9.0,179,1,2,9,4,0.0,1.0,0.0,0.0,739091.0
10.0,201,1,1,4,4,1.0,0.0,0.0,0.0,807176.0
19.0,223,1,2,9,6,0.0,1.0,0.0,0.0,850299.0
34.0,223,2,2,11,2,0.0,0.0,0.0,1.0,1083111.0
29.0,174,1,2,4,5,1.0,0.0,0.0,0.0,694521.0
9.0,77,3,1,9,5,0.0,1.0,0.0,0.0,318064.0
30.0,162,2,2,10,9,0.0,0.0,0.0,1.0,706806.0
29.0,298,2,2,9,8,0.0,0.0,0.0,1.0,1256666.0
1.0,160,2,2,11,4,0.0,0.0,1.0,0.0,666880.0
29.0,94,1,1,10,5,1.0,0.0,0.0,0.0,441894.0
26.0,274,4,1,11,9,1.0,0.0,0.0,0.0,1171076.0
26.0,297,2,1,9,9,1.0,0.0,0.0,0.0,1276209.0
10.0,72,1,1,11,1,1.0,0.0,0.0,0.0,317880.0
30.0,130,2,1,4,9,0.0,0.0,0.0,1.0,554463.0
22.0,147,2,1,10,2,1.0,0.0,0.0,0.0,690753.0
26.0,264,2,2,10,9,1.0,0.0,0.0,0.0,1195656.0
36.0,282,3,2,11,7,0.0,0.0,0.0,1.0,1407180.0
36.0,289,1,2,10,2,0.0,0.0,0.0,1.0,1261485.0
1.0,234,4,2,9,4,0.0,0.0,1.0,0.0,869076.0
29.0,281,1,2,4,6,0.0,0.0,0.0,1.0,1195711.0
33.0,114,3,1,11,6,0.0,0.0,0.0,1.0,518814.0
27.0,293,3,2,11,7,0.0,0.0,0.0,1.0,1317328.0
32.0,96,1,1,11,1,0.0,0.0,0.0,1.0,384672.0
28.0,254,1,1,10,8,0.0,0.0,0.0,1.0,1140206.0
32.0,103,1,1,11,1,0.0,0.0,0.0,1.0,414884.0
15.0,181,3,1,11,5,0.0,1.0,0.0,0.0,644650.0
26.0,225,1,2,11,1,1.0,0.0,0.0,0.0,1078425.0
31.0,182,1,2,9,7,0.0,0.0,0.0,1.0,842478.0
26.0,180,1,1,4,6,1.0,0.0,0.0,0.0,706158.0
21.0,147,1,1,9,5,0.0,0.0,0.0,1.0,672378.0
24.0,192,3,2,9,9,0.0,0.0,0.0,1.0,845952.0
31.0,254,2,2,11,9,0.0,0.0,0.0,1.0,1173988.0
27.0,199,2,1,11,8,0.0,0.0,0.0,1.0,847939.0
32.0,130,1,1,4,7,0.0,0.0,0.0,1.0,546390.0
29.0,252,1,1,9,7,1.0,0.0,0.0,0.0,1033956.0
21.0,280,2,2,11,5,0.0,0.0,0.0,1.0,1192240.0
27.0,239,1,2,4,3,1.0,0.0,0.0,0.0,1047752.0
32.0,205,1,1,4,2,0.0,0.0,0.0,1.0,770656.0
20.0,75,1,1,4,7,0.0,0.0,0.0,1.0,284580.0
19.0,294,3,1,9,1,0.0,1.0,0.0,0.0,975492.0
7.0,283,1,2,9,4,1.0,0.0,0.0,0.0,1197090.0
9.0,216,1,1,9,4,0.0,1.0,0.0,0.0,885384.0
29.0,263,1,1,4,5,0.0,0.0,0.0,1.0,1092063.0
29.0,207,3,1,4,7,1.0,0.0,0.0,0.0,786372.0
29.0,72,1,1,4,4,0.0,0.0,0.0,1.0,304819.0
16.0,87,2,1,4,6,0.0,1.0,0.0,0.0,299811.0
29.0,295,1,2,4,2,1.0,0.0,0.0,0.0,1109259.0
10.0,98,2,1,11,5,1.0,0.0,0.0,0.0,505033.0
37.0,235,3,2,9,5,0.0,0.0,0.0,1.0,1153615.0
32.0,208,2,2,10,4,0.0,0.0,0.0,1.0,935584.0
10.0,164,1,2,4,8,1.0,0.0,0.0,0.0,644126.0
29.0,97,4,1,10,5,0.0,0.0,0.0,1.0,454658.0
19.0,107,1,1,10,9,0.0,1.0,0.0,0.0,357487.0
17.0,181,3,1,11,4,0.0,1.0,0.0,0.0,738299.0
32.0,131,2,1,11,9,0.0,0.0,0.0,1.0,615700.0
19.0,245,2,1,11,1,0.0,1.0,0.0,0.0,793310.0
29.0,80,2,1,10,1,0.0,0.0,0.0,1.0,369200.0
17.0,158,1,2,11,3,0.0,1.0,0.0,0.0,579544.0
29.0,268,1,1,11,1,1.0,0.0,0.0,0.0,1116220.0
34.0,178,1,2,10,1,0.0,0.0,0.0,1.0,827166.0
13.0,120,1,1,11,5,0.0,1.0,0.0,0.0,407160.0
10.0,189,3,1,10,5,1.0,0.0,0.0,0.0,848374.0
25.0,94,3,1,11,7,0.0,0.0,0.0,1.0,440672.0
32.0,183,1,1,4,1,0.0,0.0,0.0,1.0,744938.0
12.0,101,1,1,9,1,0.0,1.0,0.0,0.0,403495.0
14.0,206,1,1,9,5,0.0,1.0,0.0,0.0,724914.0
7.0,78,4,1,10,1,1.0,0.0,0.0,0.0,319098.0
17.0,207,1,2,11,8,0.0,1.0,0.0,0.0,851184.0
10.0,70,3,1,4,3,1.0,0.0,0.0,0.0,288414.0
29.0,256,1,2,11,7,0.0,0.0,0.0,1.0,1136896.0
31.0,234,3,2,9,1,0.0,0.0,0.0,1.0,983736.0
27.0,57,3,1,11,9,1.0,0.0,0.0,0.0,230052.0
18.0,262,1,2,10,3,0.0,1.0,0.0,0.0,921716.0
27.0,138,2,1,4,8,0.0,0.0,0.0,1.0,498911.0
21.0,277,3,1,10,5,0.0,0.0,0.0,1.0,1232332.0
29.0,129,1,1,9,1,0.0,0.0,0.0,1.0,635067.0
32.0,244,1,2,4,1,0.0,0.0,0.0,1.0,1057813.0
19.0,299,1,2,9,1,0.0,1.0,0.0,0.0,1248624.0
29.0,247,3,1,10,3,0.0,0.0,0.0,1.0,1149044.0
10.0,238,1,1,11,1,1.0,0.0,0.0,0.0,981512.0
10.0,74,2,1,10,8,1.0,0.0,0.0,0.0,300440.0
26.0,226,1,2,9,1,1.0,0.0,0.0,0.0,1071014.0
20.0,64,2,1,10,1,0.0,0.0,0.0,1.0,281856.0
17.0,144,1,1,10,3,0.0,1.0,0.0,0.0,559296.0
26.0,226,2,2,9,4,1.0,0.0,0.0,0.0,961856.0
6.0,60,2,1,10,2,0.0,1.0,0.0,0.0,224880.0
12.0,114,2,1,10,3,0.0,1.0,0.0,0.0,470592.0
29.0,151,1,2,4,9,0.0,0.0,0.0,1.0,667813.0
6.0,213,3,2,10,6,0.0,1.0,0.0,0.0,695658.0
